id,sender,event_type,height,initial_claimable_amount,claimable_at_event,amount_claimed,lost_amount
946,evmos1dhyk954nm7gc67u4209yff33yaqaap7q0a6dnt,ACTION_IBC_TRANSFER,4428019,1.11914407860868e+20,1.11914407860868e+20,2.6166957470042948e+19,1.811644495174054e+18
849,evmos1dkcujd77p27n3nw59y4y7tsqk92tnry54d46pf,ACTION_IBC_TRANSFER,4010887,7.990592595689455e+20,7.990592595689455e+20,7.966167244299069e+19,1.2010314244924568e+20
244,evmos1dltt9ef56a8w9z6k6kur7wtygjgxddzrzn7yn9,ACTION_IBC_TRANSFER,274802,5.752304438472096e+20,5.752304438472096e+20,8.738895905901191e+19,5.641865190279048e+19
401,evmos1dnzcdghgrz0euzkkwdlynglwgxvulmg767adyt,ACTION_IBC_TRANSFER,282707,1.8353001633417147e+20,1.8353001633417147e+20,3.5404906774511505e+19,1.0477597309031363e+19
934,evmos1dp82cysvmlla0q7hrz43scaj8g8guptg8x2vsh,ACTION_IBC_TRANSFER,4354937,5.1927323991677554e+20,5.1927323991677554e+20,4.67666035121313e+19,8.305170646706258e+19
911,evmos1dqme60dn4qzqje3v2tlkhp3ptw70wfmm64ktfm,ACTION_IBC_TRANSFER,4258917,1.8353001633417147e+20,1.8353001633417147e+20,1.588594350792269e+19,2.9996560575620178e+19
655,evmos1ds36rhqm3mhuktgpqwxgzedkpwpt7l2mzxcuug,ACTION_IBC_TRANSFER,2713114,1.8353001633417147e+20,1.8353001633417147e+20,3.949592069007426e+19,6.386583393468604e+18
1009,evmos1dsghpg3sarjm5jhwc92cksw3kqnrf4682xglft,ACTION_IBC_TRANSFER,4886845,3.3574322358260407e+20,3.3574322358260407e+20,5.715949655702174e+18,7.821985623994884e+19
685,evmos1duzu7gmua30jl9rfkw5e85te8e7fmw6v77ddys,ACTION_IBC_TRANSFER,2895759,3.5140162812547354e+20,3.5140162812547354e+20,7.772193527900375e+19,1.0128471752364638e+19
855,evmos1e6ltmckcj42cdp6yx07qu8k4hxsucgcf8h3v3k,ACTION_IBC_TRANSFER,4029164,1.8353001633417147e+20,1.8353001633417147e+20,2.4441352445001376e+19,2.1441151638541492e+19
980,evmos1e6t2wgfmpmyqmaut85a05yzaxgzrsmwqv97zvq,ACTION_IBC_TRANSFER,4558032,4.073588320559075e+20,4.073588320559075e+20,1.8949657924334633e+19,8.289005008964225e+19
689,evmos1e9kudxft6xmjut8hdhhdt3mvrmcgrjtet4dqsk,ACTION_IBC_TRANSFER,2904645,1.8353001633417147e+20,1.8353001633417147e+20,4.4076165622627615e+19,1.8063384609152532e+18
928,evmos1eam4f7kp7y4wapwxaaqgtegs4swjx6zh04dpw8,ACTION_IBC_TRANSFER,4340081,1.8353001633417147e+20,1.8353001633417147e+20,1.8891084269426078e+19,2.699141981411679e+19
945,evmos1eeyuhv90xm2vwksqp4gq09lh668rmhg7ahd3ww,ACTION_IBC_TRANSFER,4427933,3.3574322358260407e+20,3.3574322358260407e+20,7.851133445100292e+19,5.4244714446481e+18
256,evmos1ekejn8cm233h0a3wv7de2v5l5cgt4s4ruht6jc,ACTION_IBC_TRANSFER,275013,6.311876477776434e+20,6.311876477776434e+20,1.4326433158218244e+20,1.4532580362228417e+19
257,evmos1ekejn8cm233h0a3wv7de2v5l5cgt4s4ruht6jc,ACTION_IBC_TRANSFER,275013,6.311876477776434e+20,6.311876477776434e+20,1.4326433158218244e+20,1.4532580362228417e+19
80,evmos1ekur7j4fwyl2844u9336u7zkaneu2shvjtjx5r,ACTION_IBC_TRANSFER,274266,1.11914407860868e+20,1.11914407860868e+20,2.3242377420440814e+19,4.736224544776188e+18
824,evmos1eq3kdn4v467zlvawtfzlr5jmcpcv9qpc4vrsmu,ACTION_IBC_TRANSFER,3835431,2.954444241950395e+20,2.954444241950395e+20,3.495680875784622e+19,3.890429729091365e+19
724,evmos1estl84fu5zpgw2pxdykcdrs8a4pargccldec5s,ACTION_IBC_TRANSFER,3115381,1.8353001633417147e+20,1.8353001633417147e+20,3.737330168402552e+19,8.509202399517352e+18
691,evmos1etac4khnsymrcq9unzcrkvyey2sw2xyuwhjwzv,ACTION_IBC_TRANSFER,2904790,1.8353001633417147e+20,1.8353001633417147e+20,3.632661073923011e+19,9.555893344312758e+18
199,evmos1ex0k60qegetwcmck5uj5dpy0gr8gymrnesr55d,ACTION_IBC_TRANSFER,274662,1.8353001633417147e+20,1.8353001633417147e+20,3.721184474105294e+19,8.670659342489928e+18
941,evmos1f6u34tu3quxvng35mg74fsuv9q273hlgy374fk,ACTION_IBC_TRANSFER,4393610,1.11914407860868e+20,1.11914407860868e+20,2.7575862444899275e+19,4.027395203177267e+17
944,evmos1f75uelvnn0vm7h368z3ww7pv47etpy80qjmfwz,ACTION_IBC_TRANSFER,4427342,1.8353001633417147e+20,1.8353001633417147e+20,1.2122863875022438e+19,3.375964020852043e+19
850,evmos1fdqa64y2dt6hqclg7y78nzu7ldu8m2v4w5gze3,ACTION_IBC_TRANSFER,4011612,4.47657631443472e+20,4.47657631443472e+20,5.402575416025894e+19,5.7888653700609065e+19
956,evmos1ff7zxlrjyujepdr4jvf83xkdn8htpnkjw0y7nt,ACTION_IBC_TRANSFER,4468921,1.8353001633417147e+20,1.8353001633417147e+20,1.1580727264398696e+19,3.430177681914417e+19
686,evmos1fjvrwlxwrwxvzj2vmjcg0rza74mdl2rscha4ld,ACTION_IBC_TRANSFER,2897981,3.3574322358260407e+20,3.3574322358260407e+20,6.665717209573771e+19,1.7278633799913308e+19
58,evmos1fk8m3de40el4gy3cy79r5kk2aukldtpzwenwm4,ACTION_IBC_TRANSFER,274139,1.8353001633417147e+20,1.8353001633417147e+20,3.724105237242878e+19,8.641451711114084e+18
746,evmos1fl2xa7k2wp6pmysur6r5gndgztfdr33czzkmcj,ACTION_IBC_TRANSFER,3321637,2.23828815721736e+20,2.23828815721736e+20,3.815190786852303e+19,1.7805296061910974e+19
910,evmos1fmp5wn6tpkcnlfv96fqph8h3mar37ajmgtsk8z,ACTION_IBC_TRANSFER,4244871,1.11914407860868e+20,1.11914407860868e+20,1.1175359149583614e+19,1.6803242815633388e+19
935,evmos1fyh4642mht5xdx52ch2k6s5lcdyr2jtzaepy5a,ACTION_IBC_TRANSFER,4353808,2.954444241950395e+20,2.954444241950395e+20,2.0192568087401173e+19,5.3668537961358705e+19
649,evmos1fyuzvvc65ls77ajr4fnnvfe8pmjj6zkcjnwqf2,ACTION_IBC_TRANSFER,2675670,1.8353001633417147e+20,1.8353001633417147e+20,4.433758759752845e+19,1.544916486014419e+18
823,evmos1g2us85hpc7cvsgmk087xtyly4wtys2904uc9vn,ACTION_IBC_TRANSFER,3830404,2.954444241950395e+20,2.954444241950395e+20,4.029877280931767e+19,3.3562333239442203e+19
846,evmos1g3783muz65jmtljev4nm292dy3fkr5sqe0e83j,ACTION_IBC_TRANSFER,4002908,1.8353001633417147e+20,1.8353001633417147e+20,3.5795274578072445e+19,1.0087229505470423e+19
708,evmos1g3zejyrvseschlkvffgmrv2rxr0me80ukuljp5,ACTION_IBC_TRANSFER,2979702,2.23828815721736e+20,2.23828815721736e+20,5.132449423962303e+19,4.632709690810974e+18
994,evmos1g5ddrudfdlsvx0gkpw04h5uv039jpl5vptxemy,ACTION_IBC_TRANSFER,4730909,1.8353001633417147e+20,1.8353001633417147e+20,6.265659738783963e+18,3.96168443447589e+19
745,evmos1g8gsfpnr9vazqhu8w63d0ag37pqqshj6zh03d4,ACTION_IBC_TRANSFER,3318944,4.073588320559075e+20,4.073588320559075e+20,7.857178373675786e+19,2.3267924277219017e+19
236,evmos1g8mv6ze9xj5tpj7wkcpvwd7j3ay7e6hsnmeufd,ACTION_IBC_TRANSFER,274784,2.954444241950395e+20,2.954444241950395e+20,3.720495344051834e+19,3.6656152608241533e+19
854,evmos1g993wtfuac70e2r4myt6zqulh03png336v0c39,ACTION_IBC_TRANSFER,4026453,1.8353001633417147e+20,1.8353001633417147e+20,2.7461313987522826e+19,1.8421190096020042e+19
137,evmos1gg2z2y3ncjwh0wd0q6e7tj2ecma04my0hz8n9f,ACTION_IBC_TRANSFER,274509,5.1927323991677554e+20,5.1927323991677554e+20,1.0753067539101226e+20,2.2287634588181627e+19
141,evmos1gg2z2y3ncjwh0wd0q6e7tj2ecma04my0hz8n9f,ACTION_IBC_TRANSFER,274509,5.1927323991677554e+20,5.1927323991677554e+20,1.0753067539101226e+20,2.2287634588181627e+19
138,evmos1gg2z2y3ncjwh0wd0q6e7tj2ecma04my0hz8n9f,ACTION_IBC_TRANSFER,274509,5.1927323991677554e+20,5.1927323991677554e+20,1.014144776170392e+20,2.840383236215469e+19
146,evmos1gg2z2y3ncjwh0wd0q6e7tj2ecma04my0hz8n9f,ACTION_IBC_TRANSFER,274509,5.1927323991677554e+20,5.1927323991677554e+20,1.0753067539101226e+20,2.2287634588181627e+19
112,evmos1gkfrsy456camh3ufqqefuqsz4cp2z4c2wdmjlt,ACTION_IBC_TRANSFER,274445,5.1927323991677554e+20,5.1927323991677554e+20,1.0891833223434999e+20,2.08999777448439e+19
245,evmos1gmzwnuptduwjcfr8af34ac7m4zh9drk76rn76z,ACTION_IBC_TRANSFER,275000,1.8353001633417147e+20,1.8353001633417147e+20,3.719268453356717e+19,8.689819549975699e+18
949,evmos1gqvpd9sjejeg4sfcd4vrj080zwr2rryndg675z,ACTION_IBC_TRANSFER,4436577,1.8353001633417147e+20,1.8353001633417147e+20,1.3414755204670138e+19,3.246774887887273e+19
976,evmos1gujf940rrmgu9wp3vykfk9c94ax2nd0qtw3pxg,ACTION_IBC_TRANSFER,4542912,4.073588320559075e+20,4.073588320559075e+20,1.984798664181869e+19,8.19917213721582e+19
606,evmos1gvfv6vc7t9xw7qkg8cxjech2uzu2667ynrc3dm,ACTION_IBC_TRANSFER,2529775,2.954444241950395e+20,2.954444241950395e+20,6.844439860399078e+19,5.416707444769096e+18
1000,evmos1gzln7fwa3md45al9e4cg75q77j8zy3gveq92qm,ACTION_IBC_TRANSFER,4813937,4.073588320559075e+20,4.073588320559075e+20,3.05777517485801e+18,9.878193283911886e+19
1012,evmos1h2ukzgygjgggk8v924gjefh8vy2dhcqr272hx7,ACTION_IBC_TRANSFER,4921136,1.8353001633417147e+20,1.8353001633417147e+20,2.6521867402351524e+18,4.323031734330772e+19
871,evmos1h3laqcrmul79zwtw6j63ncsl0adfj07w2as296,ACTION_IBC_TRANSFER,4118799,1.8353001633417147e+20,1.8353001633417147e+20,3.1875909703942525e+19,1.4006594379600343e+19
959,evmos1h3tmuudtchwymrgpfxx2fd7q8l9zyvwnc0xmjx,ACTION_IBC_TRANSFER,4474274,1.11914407860868e+20,1.11914407860868e+20,7.745468800267621e+18,2.023313316494938e+19
876,evmos1h5p2ddyw52vt8yrnqlkz2wpfclzrna5jqq2weh,ACTION_IBC_TRANSFER,4125975,1.8353001633417147e+20,1.8353001633417147e+20,1.581493011376497e+19,3.0067573969777897e+19
813,evmos1hcd0hjf6kskhvhvs77c95ms9lntc7lu6uxakn3,ACTION_IBC_TRANSFER,3771332,2.23828815721736e+20,2.23828815721736e+20,3.490322850663122e+19,2.105397542380278e+19
646,evmos1hffm3rz4j3pfq08p7j5jt67jaecukhnqarg39a,ACTION_IBC_TRANSFER,2662422,1.6787161179130203e+20,1.6787161179130203e+20,3.999326882641118e+19,1.9746341214143283e+18
933,evmos1hhz0jwc0r5lfphrqak69jq348phmrlu2rhhumy,ACTION_IBC_TRANSFER,4348441,1.8353001633417147e+20,1.8353001633417147e+20,1.2062920900968067e+19,3.38195831825748e+19
11,evmos1hns3f3l86nlcyqxwz598ymmpp5d4ztcgl3wnh3,ACTION_IBC_TRANSFER,273966,7.990592595689455e+20,7.990592595689455e+20,1.8976910496457792e+20,9.995709927658455e+18
931,evmos1hz3rjfsm2j2hhydx2as38ytmvcf2h3k5ke0chd,ACTION_IBC_TRANSFER,4348374,1.8353001633417147e+20,1.8353001633417147e+20,1.2064040104665524e+19,3.3818463978877346e+19
710,evmos1j2lwe70wnsvm3vuj6lys8j79s0cf6akcfdzjw2,ACTION_IBC_TRANSFER,3003582,1.8353001633417147e+20,1.8353001633417147e+20,3.8554778403852075e+19,7.327725679690793e+18
838,evmos1j4z8u4st9wf38u4vw3hx0uya0smqht4zhstjcf,ACTION_IBC_TRANSFER,3940800,1.8353001633417147e+20,1.8353001633417147e+20,2.176385855055576e+19,2.411864553298711e+19
767,evmos1jescg8k528x5ze4r5fl5v8huqpqqh6aq8s2nux,ACTION_IBC_TRANSFER,3483952,3.5140162812547354e+20,3.5140162812547354e+20,5.317647431860011e+19,3.4673932712768274e+19
828,evmos1jgfc0zgcdah5hnn6rep5dnu6u90alwalqf3d6n,ACTION_IBC_TRANSFER,3856255,2.954444241950395e+20,2.954444241950395e+20,4.039265050811228e+19,3.346845554064759e+19
505,evmos1jgmxhenaw4f2s9f5pqeyk9ela6nkcpqyvx4dcl,ACTION_IBC_TRANSFER,1132380,8.550164634993796e+20,8.550164634993796e+20,2.072795321339454e+20,6.474583740899492e+18
953,evmos1jhuexaurjzvm0jgt3drkknc9ju9u47rnrem5t3,ACTION_IBC_TRANSFER,4462448,1.8353001633417147e+20,1.8353001633417147e+20,1.0147431108130068e+19,3.5735072975412797e+19
833,evmos1jqm6f0hcc7q0pn6z37f60hsjmc7sycfll5rgw9,ACTION_IBC_TRANSFER,3886571,4.073588320559075e+20,4.073588320559075e+20,4.40816122185878e+19,5.775809579538908e+19
645,evmos1jr7kr3pxhfehv2v2huuruk963cn2e6sv9gglup,ACTION_IBC_TRANSFER,2656787,4.073588320559075e+20,4.073588320559075e+20,9.264176205888001e+19,9.197945955096871e+18
398,evmos1jsneywkxfsw59lzaanehu7eke4xapfhs0zeh4r,ACTION_IBC_TRANSFER,282656,1.8353001633417147e+20,1.8353001633417147e+20,3.540766183333074e+19,1.0474842250212127e+19
297,evmos1jwvxrv2e5ljhg30le3yxlnguh2szlfmk0tjd7p,ACTION_IBC_TRANSFER,275180,1.8353001633417147e+20,1.8353001633417147e+20,3.718250821066851e+19,8.699995872874357e+18
774,evmos1k2guehkm44fnu5tt75afjdavdm6j3yuef0mcgd,ACTION_IBC_TRANSFER,3544698,1.8353001633417147e+20,1.8353001633417147e+20,3.4905437680051474e+19,1.0977066403491394e+19
848,evmos1k5pvgdca8mywpssklcj5dld67m8n347kr24jn0,ACTION_IBC_TRANSFER,4010213,1.8353001633417147e+20,1.8353001633417147e+20,1.7774957264569606e+19,2.810754681897326e+19
614,evmos1k5sv5ng885sqar4adahkdxgdxld737pc2k3vnv,ACTION_IBC_TRANSFER,2545307,1.8353001633417147e+20,1.8353001633417147e+20,4.565394323348623e+19,2.2856085005663437e+17
986,evmos1k6er0ssepn6xl3fsvt8v55z63quumwa80hd0k4,ACTION_IBC_TRANSFER,4605448,4.073588320559075e+20,4.073588320559075e+20,6.903620208604362e+19,3.2803505927933256e+19
775,evmos1k89tmfrl2cs46tv6n009kd6l4ury84938kupvj,ACTION_IBC_TRANSFER,3545836,1.8353001633417147e+20,1.8353001633417147e+20,2.5667701965645386e+19,2.0214802117897482e+19
298,evmos1kf3tpxnf30u07cgysfy7m9dt5pwr38jf6jdpzw,ACTION_IBC_TRANSFER,275180,1.8353001633417147e+20,1.8353001633417147e+20,4.101033442122493e+19,4.872169662317937e+18
38,evmos1kgh4n869pvjxspzupwyleegawcz2v43k7khj66,ACTION_IBC_TRANSFER,274091,1.8353001633417147e+20,1.8353001633417147e+20,4.511894039563203e+19,7.635636879108342e+17
211,evmos1khcdnswfj03lfjxeszj3n4mcszg4y97cdmqzsh,ACTION_IBC_TRANSFER,274668,1.8353001633417147e+20,1.8353001633417147e+20,3.721150599878696e+19,8.670998084755907e+18
904,evmos1kl3z0j5u7ylm47tur3r0elhlk53gegkz2em6h0,ACTION_IBC_TRANSFER,4212665,5.1927323991677554e+20,5.1927323991677554e+20,5.720349032414811e+19,7.2614819655045775e+19
734,evmos1klu64ju8ltv8r0c935ctedcwewj6fyv46yau5c,ACTION_IBC_TRANSFER,3191891,4.073588320559075e+20,4.073588320559075e+20,8.548683998782643e+19,1.6352868026150453e+19
660,evmos1kps8u2700he26xrh29nvnvhy9t5z5wam7hx9lq,ACTION_IBC_TRANSFER,2749210,4.633160359863415e+20,4.633160359863415e+20,9.819060299813082e+19,1.7638405998454555e+19
948,evmos1ksxreds2sd5cfyvgm4h8hprhpdf0vyzm93fy3c,ACTION_IBC_TRANSFER,4431157,1.8353001633417147e+20,1.8353001633417147e+20,1.0675223516324276e+19,3.5207280567218594e+19
207,evmos1kt0xguedw8q3j7y4upzu56vqhnxjgqkl5p55mp,ACTION_IBC_TRANSFER,274664,1.8353001633417147e+20,1.8353001633417147e+20,3.721173448828524e+19,8.670769595257627e+18
725,evmos1kz22980et2kqkhek3gxywgqdpmgz5xvy2uwe02,ACTION_IBC_TRANSFER,3116963,1.8353001633417147e+20,1.8353001633417147e+20,3.4084434532103287e+19,1.1798069551439581e+19
732,evmos1l30sct3z3clxjwm4rgaju44l0pm0xd8825c40s,ACTION_IBC_TRANSFER,3169142,1.8353001633417147e+20,1.8353001633417147e+20,3.3191313629446095e+19,1.2691190454096773e+19
629,evmos1l3hkzt9tzf59xah5vdwjem3gg7s4cvas8snxkg,ACTION_IBC_TRANSFER,2604106,3.3574322358260407e+20,3.3574322358260407e+20,8.348314975266164e+19,4.5265614298937754e+17
416,evmos1l5vlrw2nyjz668eut7rhcmhs4nm8a9f8f8zlhq,ACTION_IBC_TRANSFER,283017,1.8353001633417147e+20,1.8353001633417147e+20,3.5388387835448504e+19,1.0494116248094364e+19
90,evmos1l7s5a7vp9j7welu48g8ply3eg8mce33cawh3rf,ACTION_IBC_TRANSFER,274347,9.109736674298136e+20,9.109736674298136e+20,1.4340936252792929e+20,8.433405432952411e+19
918,evmos1lfpldpgmm9h2mh76dddrnlm57yu2uphls6kmd8,ACTION_IBC_TRANSFER,4307353,5.1927323991677554e+20,5.1927323991677554e+20,3.6090068972123664e+19,9.372824100707022e+19
415,evmos1lhejx2y6j3kt7p2ez92rwkm0d3sfnak0clcxld,ACTION_IBC_TRANSFER,283005,1.8353001633417147e+20,1.8353001633417147e+20,3.5389008380890518e+19,1.049349570265235e+19
665,evmos1llx44pfdptevl340mw9suxfzh46wps9w4w7e9m,ACTION_IBC_TRANSFER,2789254,3.3574322358260407e+20,3.3574322358260407e+20,7.573902510098153e+19,8.196780794669482e+18
997,evmos1lsq2ftryg60mdkl6nu3xtf337d8q4w993cw283,ACTION_IBC_TRANSFER,4766412,2.23828815721736e+20,2.23828815721736e+20,2.446723914822445e+19,3.1489964782209552e+19
969,evmos1lwf68hc6kmn4qncxlg8uvsw6hq06qvfdjjqtfs,ACTION_IBC_TRANSFER,4500498,1.11914407860868e+20,1.11914407860868e+20,1.18895919580246e+19,1.6089010007192402e+19
772,evmos1m09v7vxq7g8jcz2qf4wjvk9zvxw6vrjjzjygsw,ACTION_IBC_TRANSFER,3532299,4.073588320559075e+20,4.073588320559075e+20,6.252938021009796e+19,3.931032780387892e+19
661,evmos1m3grk2zgmp4aeeudtwc8c4845pdte7n0dty6f3,ACTION_IBC_TRANSFER,2772382,2.954444241950395e+20,2.954444241950395e+20,6.474566000055075e+19,9.115446048209125e+18
608,evmos1m5yr7m3qhwmpmc0qv6h4dm4rlql3lgvm0erqtd,ACTION_IBC_TRANSFER,2529848,2.954444241950395e+20,2.954444241950395e+20,6.844251648866938e+19,5.418589560090493e+18
329,evmos1mg9edkc47cne9m7x2m572z8qmv9xk3x87xrxl2,ACTION_IBC_TRANSFER,275277,1.8353001633417147e+20,1.8353001633417147e+20,3.5801780771724235e+19,1.0080723311818633e+19
653,evmos1mgqv7aawyrmgyge690yev9a9ur6y0ddcj7yqg6,ACTION_IBC_TRANSFER,2702345,1.8353001633417147e+20,1.8353001633417147e+20,4.424842274016953e+19,1.6340813433733366e+18
1005,evmos1mjzlu4nfqd02yqkknuvhq0k0yun29prnsws293,ACTION_IBC_TRANSFER,4864901,1.11914407860868e+20,1.11914407860868e+20,8.332074809216266e+18,1.9646527156000735e+19
847,evmos1mk48c5p2uyn0kjg2030zf82fr0wwr59qluhgtd,ACTION_IBC_TRANSFER,4006756,1.8353001633417147e+20,1.8353001633417147e+20,3.5666076644053463e+19,1.0216427439489405e+19
901,evmos1mmn3cuczrk0dmms3wv30yvp8205t4q38crsp3w,ACTION_IBC_TRANSFER,4195596,1.8353001633417147e+20,1.8353001633417147e+20,1.8557288388632244e+19,2.7325215694910624e+19
923,evmos1mnv6cp0vavxvxvu5ylhwnaqw56xqn3x4re3q88,ACTION_IBC_TRANSFER,4329844,1.8353001633417147e+20,1.8353001633417147e+20,2.4693358466716705e+19,2.1189145616826163e+19
673,evmos1mnyssr8ukv9u4d0tt0kgyt4putex3x7s4vkrfd,ACTION_IBC_TRANSFER,2823100,1.8353001633417147e+20,1.8353001633417147e+20,3.7660419899717304e+19,8.222084183825564e+18
964,evmos1mrlnp8cx3t8maq38g35pqhdy4xu9qp94l6hkc7,ACTION_IBC_TRANSFER,4478282,1.8353001633417147e+20,1.8353001633417147e+20,1.1747173141714872e+19,3.4135330941827998e+19
674,evmos1mtur038kmg637zlf7y3ezj57wu7jjtp9mnhqsp,ACTION_IBC_TRANSFER,2823169,1.8353001633417147e+20,1.8353001633417147e+20,3.765924570790987e+19,8.223258375632994e+18
694,evmos1muktyy7qs2gyfkuqmc0yy8rpewx6uvx7au8kd7,ACTION_IBC_TRANSFER,2925721,3.3574322358260407e+20,3.3574322358260407e+20,6.963271571112261e+19,1.4303090184528404e+19
938,evmos1mvqtjslsvx44k9jqhtnxur82k9yx4rwa7mfdgu,ACTION_IBC_TRANSFER,4378424,1.8353001633417147e+20,1.8353001633417147e+20,1.3328836840040165e+19,3.2553667243502703e+19
793,evmos1mw4xrv688y5e89cd56mu3yrywale7femcfdcmw,ACTION_IBC_TRANSFER,3655648,5.1927323991677554e+20,5.1927323991677554e+20,7.0078472200672846e+19,5.973983777852104e+19
1001,evmos1n3n6je6mxqd4d4tt75j4ssf5q5h37x2dwg008p,ACTION_IBC_TRANSFER,4834739,3.3574322358260407e+20,3.3574322358260407e+20,7.474791850719459e+18,7.646101404493156e+19
593,evmos1n4gt4m48x9wrq50gf4tgah2p4xvk274k7kxul9,ACTION_IBC_TRANSFER,2473285,1.8353001633417147e+20,1.8353001633417147e+20,4.347803376633334e+19,2.4044703172095263e+18
751,evmos1n4vrfkcslte6dpvgj4wu9yq9w0ta736unmu8dz,ACTION_IBC_TRANSFER,3375833,3.5140162812547354e+20,3.5140162812547354e+20,5.5705603558027444e+19,3.214480347334094e+19
397,evmos1n9rc5rfgqahqlnsrc3985wqeuz2e5jn6cxz40j,ACTION_IBC_TRANSFER,282572,1.8353001633417147e+20,1.8353001633417147e+20,3.5412125037798584e+19,1.0470379045744284e+19
978,evmos1nc7vc3cmsjewlsu2zsg06cde6h7urycs2qsgqn,ACTION_IBC_TRANSFER,4551890,1.8353001633417147e+20,1.8353001633417147e+20,8.971791785296524e+18,3.691071229824634e+19
832,evmos1ndqupa76ekzrggwx9n74fec8lqluwfg0jy4kze,ACTION_IBC_TRANSFER,3880841,1.11914407860868e+20,1.11914407860868e+20,2.218277470108874e+19,5.795827264128262e+18
399,evmos1nkhv05yexkkxt4ryjqluuruxt6g53ej5xdxqgk,ACTION_IBC_TRANSFER,282682,1.8353001633417147e+20,1.8353001633417147e+20,3.5406241732785537e+19,1.047626235075733e+19
671,evmos1nmyruhap7rlmu44m5fw34xgd4wq4747t97knk7,ACTION_IBC_TRANSFER,2803234,5.1927323991677554e+20,5.1927323991677554e+20,1.1603541619182705e+20,1.3782893787366834e+19
419,evmos1nnnflwznclk8hrrz3prqap6d8ahwlhnya4sq0p,ACTION_IBC_TRANSFER,283074,1.8353001633417147e+20,1.8353001633417147e+20,3.538539126133638e+19,1.0497112822206489e+19
896,evmos1nsu8qludpd9vpyfuvuvuhyd7qtt5czh7ddfnk2,ACTION_IBC_TRANSFER,4167958,2.954444241950395e+20,2.954444241950395e+20,2.6972508877047484e+19,4.688859717171239e+19
806,evmos1ntgcq23wcvr7d5rk5raz0msymwxet7yyz3sd9x,ACTION_IBC_TRANSFER,3720315,1.8353001633417147e+20,1.8353001633417147e+20,3.3263130069938487e+19,1.261937401360438e+19
782,evmos1p479c8cgfz8al6hyvlxfev7j9dcgrv35v9f9mq,ACTION_IBC_TRANSFER,3598139,1.8353001633417147e+20,1.8353001633417147e+20,2.478096177952043e+19,2.1101542304022438e+19
791,evmos1p58py4u5897d96r9npyvvvtx7xqkuw3r5r9syg,ACTION_IBC_TRANSFER,3649662,1.8353001633417147e+20,1.8353001633417147e+20,2.480894538908465e+19,2.1073558694458216e+19
647,evmos1pcpwpfe9x54a9gpa33je7su4u983xhfuh6tjrd,ACTION_IBC_TRANSFER,2662460,2.954444241950395e+20,2.954444241950395e+20,6.4930721256881725e+19,8.930384791878148e+18
390,evmos1pfsm2neda65f8gzfpn3lecym62n8lxxu7hrgu0,ACTION_IBC_TRANSFER,281459,1.8353001633417147e+20,1.8353001633417147e+20,3.5471436302274638e+19,1.041106778126823e+19
