id,sender,event_type,height,initial_claimable_amount,claimable_at_event,amount_claimed,lost_amount
1003,evmos1pg66tnwvv5vs6qql892629y4q8hkzayl5hpu4z,ACTION_IBC_TRANSFER,4842734,1.8353001633417147e+20,1.8353001633417147e+20,3.779073300799868e+18,4.2103430782743e+19
696,evmos1ph9csh5sctdc4pgd3suzrry2c250sr3chj6td4,ACTION_IBC_TRANSFER,2930964,2.954444241950395e+20,2.954444241950395e+20,5.916939088890689e+19,1.4691715159852982e+19
979,evmos1phwtncq444su8jgkavrk4azyh4exfa3jhcg53c,ACTION_IBC_TRANSFER,4556598,1.8353001633417147e+20,1.8353001633417147e+20,1.484522482370578e+19,3.1037279259837088e+19
664,evmos1pne2ccrqeh36ap3yfv4j38pk760xxpvzwf0q0e,ACTION_IBC_TRANSFER,2782605,7.789098598751632e+20,7.789098598751632e+20,8.803184414095216e+19,1.0669562082783864e+20
621,evmos1pqqg3ujjlezlq4a92j6h4qmjpdda2r0vgy73ya,ACTION_IBC_TRANSFER,2568127,1.8353001633417147e+20,1.8353001633417147e+20,4.555059400821311e+19,3.319100753297572e+17
1022,evmos1pqsf299rc3smtzvd9pcvz6j9hdx4vwwv2v42wu,ACTION_IBC_TRANSFER,5071745,5.1927323991677554e+20,5.1927323991677554e+20,4.815874759638726e+17,1.2933672250323001e+20
971,evmos1pu5q8ul43t5qng3xx0c7znx3d0lthxq9zkdwzt,ACTION_IBC_TRANSFER,4503000,5.1927323991677554e+20,5.1927323991677554e+20,2.776527860168264e+19,1.0205303137751125e+20
466,evmos1puj6jlrjyvh76shdjmjd4e4q0vqjd44tne6cmh,ACTION_IBC_TRANSFER,1092448,1.8353001633417147e+20,1.8353001633417147e+20,4.421690032561989e+19,1.6656037579229757e+18
867,evmos1puzqe07repvdvchw42yy4e49hevtgpugt74erz,ACTION_IBC_TRANSFER,4106559,1.8353001633417147e+20,1.8353001633417147e+20,1.8592280849870213e+19,2.7290223233672655e+19
736,evmos1pvwm7pvd6q0r5uwx55nl9ccays8tlfrug7p3wa,ACTION_IBC_TRANSFER,3218781,1.11914407860868e+20,1.11914407860868e+20,2.018652869347514e+19,7.792073271741862e+18
1008,evmos1q6mgkye350pq2ykrcu2467xrqn0jspd5zfemkl,ACTION_IBC_TRANSFER,4880520,5.752304438472096e+20,5.752304438472096e+20,1.0473114058185517e+19,1.3333449690361687e+20
808,evmos1qc99y4t293llhaukk6lq74cq8ul38e9dc6xanx,ACTION_IBC_TRANSFER,3726509,1.11914407860868e+20,1.11914407860868e+20,1.5501398171940762e+19,1.247720379327624e+19
802,evmos1qdcmh09m45pvujppr0whvv5jk7kzjyjwte7pxy,ACTION_IBC_TRANSFER,3696646,2.23828815721736e+20,2.23828815721736e+20,3.886196396133918e+19,1.709523996909482e+19
747,evmos1qn68paz6wgsvvq8x77w4vudtuuyhgz28xes5f4,ACTION_IBC_TRANSFER,3338027,8.550164634993796e+20,8.550164634993796e+20,1.3694472726731017e+20,7.680938860753473e+19
788,evmos1qrznch59d85r5smcjvdd43qegp3u9kxz4pgcd6,ACTION_IBC_TRANSFER,3623370,5.1927323991677554e+20,5.1927323991677554e+20,7.730700131394707e+19,5.251130866524681e+19
521,evmos1qshpvzu5405v97y0yw50zm7r9java52yxgzr6k,ACTION_IBC_TRANSFER,1153898,1.11914407860868e+20,1.11914407860868e+20,2.634081666066937e+19,1.637785304547631e+18
768,evmos1qsncjkcxwrw5esrtfddh80jay4n3juvl4gj8cu,ACTION_IBC_TRANSFER,3491747,1.0228880752906817e+21,1.0228880752906817e+21,1.536367374362521e+20,1.020852813864183e+20
227,evmos1qtut300t4az2xfd6e4aywvd8u80szzwkpv7kvu,ACTION_IBC_TRANSFER,274770,6.110382480838613e+20,6.110382480838613e+20,1.4331751585899237e+20,9.442046161972953e+18
229,evmos1qtut300t4az2xfd6e4aywvd8u80szzwkpv7kvu,ACTION_IBC_TRANSFER,274770,6.110382480838613e+20,6.110382480838613e+20,1.4331751585899237e+20,9.442046161972953e+18
228,evmos1qtut300t4az2xfd6e4aywvd8u80szzwkpv7kvu,ACTION_IBC_TRANSFER,274770,6.110382480838613e+20,6.110382480838613e+20,1.4331751585899237e+20,9.442046161972953e+18
693,evmos1qyutadhuv39n2hh94ga2x2j892arfxj4ykgj9e,ACTION_IBC_TRANSFER,2913854,1.8353001633417147e+20,1.8353001633417147e+20,3.85603742958242e+19,7.322129787718664e+18
962,evmos1r04mm9qtlgdmzjx35ax3tvksmdh9vyvx8ra63d,ACTION_IBC_TRANSFER,4477148,1.8353001633417147e+20,1.8353001633417147e+20,9.89993392902994e+18,3.598257015451293e+19
816,evmos1r2eywdurh8nlfxex6tnnexk2yxtgsqmpc9wcer,ACTION_IBC_TRANSFER,3785385,5.1927323991677554e+20,5.1927323991677554e+20,7.002136984386557e+19,5.979694013532832e+19
781,evmos1r2gphsxrxr8kxul58taqgmzn7n4yqdug77uk7c,ACTION_IBC_TRANSFER,3598107,1.8353001633417147e+20,1.8353001633417147e+20,2.4781509558378377e+19,2.110099452516449e+19
716,evmos1r5muk8te0z2url8kntgjst7wygnfmr8xxd7nqa,ACTION_IBC_TRANSFER,3052947,1.8353001633417147e+20,1.8353001633417147e+20,3.941156428121795e+19,6.470939802324918e+18
406,evmos1rd96vv2uqtehkvj3ju42y5cd68ywukwu7a6e32,ACTION_IBC_TRANSFER,282808,1.8353001633417147e+20,1.8353001633417147e+20,3.5399495374461264e+19,1.0483008709081604e+19
669,evmos1rfmxpk3wxw5erhkw9rr3gk69f74zywnvh80suz,ACTION_IBC_TRANSFER,2799145,1.8353001633417147e+20,1.8353001633417147e+20,4.1539723895471555e+19,4.3427801880713134e+18
982,evmos1rxzh722wwhj6evgn93u5jh7udk22myjm2qszlk,ACTION_IBC_TRANSFER,4566139,1.8353001633417147e+20,1.8353001633417147e+20,8.402059485429682e+18,3.748044459811319e+19
756,evmos1s0fxukhznuaavph862xh007hcej5tpsqlx9x0w,ACTION_IBC_TRANSFER,3390030,3.5140162812547354e+20,3.5140162812547354e+20,5.415410245117492e+19,3.369630458019347e+19
111,evmos1s29ee76u3s9rpscgmcvpacdh2p7x8af32qvlxx,ACTION_IBC_TRANSFER,274442,6.15529243234774e+20,6.15529243234774e+20,1.433889871026313e+20,1.049332370606221e+19
940,evmos1s42j67d3f6julvx4nhjgmcxf74xfph26gjwpv7,ACTION_IBC_TRANSFER,4390894,2.23828815721736e+20,2.23828815721736e+20,1.686651649507879e+19,3.909068743535521e+19
738,evmos1s4ky9nelrpe4axxpnj43hp0m5tjyf4qpcsx2y4,ACTION_IBC_TRANSFER,3250969,2.954444241950395e+20,2.954444241950395e+20,5.295702659735155e+19,2.0904079451408327e+19
638,evmos1s8fewu3vucn6c98093sl47c0mqja529m44c8mv,ACTION_IBC_TRANSFER,2630886,3.3574322358260407e+20,3.3574322358260407e+20,8.21840708871087e+19,1.7517350085423104e+18
1004,evmos1sjftlu03cemxpdmrzd3etrcctn2ne4v7c4u0wc,ACTION_IBC_TRANSFER,4848811,1.8353001633417147e+20,1.8353001633417147e+20,4.318806550320062e+18,4.1563697533222806e+19
856,evmos1sq2ntg6njdhcdn4qsdsqstdct3hgas097a33rp,ACTION_IBC_TRANSFER,4033755,5.1927323991677554e+20,5.1927323991677554e+20,5.5754553575027565e+19,7.406375640416633e+19
339,evmos1st3sel4cf3sm5l8xejlxy60fyvcz5c5wflcf2c,ACTION_IBC_TRANSFER,275335,5.1927323991677554e+20,5.1927323991677554e+20,1.0877127044453589e+20,2.1047039534657995e+19
407,evmos1sv8dcyvqhyt2xxkc782n2wtgxtuz373ufqj8es,ACTION_IBC_TRANSFER,282845,1.8353001633417147e+20,1.8353001633417147e+20,3.539750887863325e+19,1.0484995204909617e+19
874,evmos1svcwlknp9s6w0nzd9ed4yxvdpnjrwy4fp3pmx9,ACTION_IBC_TRANSFER,4125806,1.8353001633417147e+20,1.8353001633417147e+20,1.5817754449322082e+19,3.0064749634220786e+19
740,evmos1t43t6ax09hvjdp6g2fdp6aqxjnc3vnf9nyhv5l,ACTION_IBC_TRANSFER,3258921,5.1927323991677554e+20,5.1927323991677554e+20,9.074815744883456e+19,3.907015253035932e+19
657,evmos1t77m6w8kejmegr7ldtuqv42k89z63qwhpl99x2,ACTION_IBC_TRANSFER,2734167,1.8353001633417147e+20,1.8353001633417147e+20,4.2246687470614225e+19,3.635816612928643e+18
625,evmos1t8wrhegz5v9hxq4gydtppmu33latnv2j7842xq,ACTION_IBC_TRANSFER,2596649,2.954444241950395e+20,2.954444241950395e+20,7.158729724339711e+19,2.2738088053627617e+18
952,evmos1taxjg7uktxtj6m39xrgkw5k9skvl9x3eyshj2p,ACTION_IBC_TRANSFER,4457248,1.8353001633417147e+20,1.8353001633417147e+20,1.46051459904766e+19,3.127735809306627e+19
408,evmos1tfjwfmvcacls45zrf7u7q9annl2nu96pt2kfwq,ACTION_IBC_TRANSFER,282855,1.8353001633417147e+20,1.8353001633417147e+20,3.5396986203956945e+19,1.0485517879585923e+19
433,evmos1tfyfh0k2gaslumm6c3qz88gny0rhg7t2djvkcy,ACTION_IBC_TRANSFER,285008,1.8353001633417147e+20,1.8353001633417147e+20,3.6636561085465944e+19,9.245942998076924e+18
676,evmos1twc9rph4m6wl5wqj63jzgrzuv8nldm2s43xxwp,ACTION_IBC_TRANSFER,2823207,1.8353001633417147e+20,1.8353001633417147e+20,3.765861598067875e+19,8.223888102864118e+18
672,evmos1tx4vl0kzsgmpzxhd4fntup6zu57t8cj5xtmujk,ACTION_IBC_TRANSFER,2823057,1.8353001633417147e+20,1.8353001633417147e+20,3.766112494059555e+19,8.221379142947316e+18
926,evmos1txgyctduhfzct0q5nau9pfrm2xeut57w4re5tm,ACTION_IBC_TRANSFER,4338356,4.073588320559075e+20,4.073588320559075e+20,2.82358391787782e+19,7.360386883519868e+19
446,evmos1u2we3xx2a7pt0gg0694k0zc5sleg9f3hrfft65,ACTION_IBC_TRANSFER,1028722,1.8353001633417147e+20,1.8353001633417147e+20,4.579345454230349e+19,8.904954123938202e+16
866,evmos1u309erx8pw9g8qk3y73498klvuwsxv6l8993s7,ACTION_IBC_TRANSFER,4097607,1.11914407860868e+20,1.11914407860868e+20,1.1816453381915652e+19,1.616214858330135e+19
720,evmos1u3xehv2m7vskqm60f06n0xzcgwsqk8xxd7u9dm,ACTION_IBC_TRANSFER,3087160,4.073588320559075e+20,4.073588320559075e+20,7.52228956477176e+19,2.6616812366259274e+19
875,evmos1u6k4234r8wgw95gq3x0kegrcyjxgaherlvmdza,ACTION_IBC_TRANSFER,4125906,1.8353001633417147e+20,1.8353001633417147e+20,1.5816098394014974e+19,3.0066405689527894e+19
804,evmos1uam2809ks995jx0wkfshq89l23r076sz6jxeef,ACTION_IBC_TRANSFER,3700070,3.3574322358260407e+20,3.3574322358260407e+20,4.515577380163169e+19,3.878003209401933e+19
654,evmos1uc0h5nzn64avkfuj2dm4glxem9xu30l99ww473,ACTION_IBC_TRANSFER,2713034,1.8353001633417147e+20,1.8353001633417147e+20,3.9497284378454475e+19,6.385219705088393e+18
396,evmos1udu7uek8sf735rld4agp4tyhz60ewjqd8lcetu,ACTION_IBC_TRANSFER,282563,1.8353001633417147e+20,1.8353001633417147e+20,3.54125918949301e+19,1.0469912188612768e+19
954,evmos1ufpy882klj5fdsn00w095gut0kr63amt3dkpj6,ACTION_IBC_TRANSFER,4464671,1.11914407860868e+20,1.11914407860868e+20,6.553265678965688e+18,2.142533628625131e+19
908,evmos1ugcaf64f3dh23sv9znttrxtn4spz4ravy9cllf,ACTION_IBC_TRANSFER,4235791,1.11914407860868e+20,1.11914407860868e+20,8.514113083447949e+18,1.9464488881769054e+19
826,evmos1uh83efmlsvslhuxkvk7c0xpcut4jga0j7k7qn3,ACTION_IBC_TRANSFER,3842616,1.8353001633417147e+20,1.8353001633417147e+20,2.139669091357979e+19,2.4485813169963078e+19
744,evmos1uq327vk8qmkp0a3hhacw0lvv07d7yzay2d7en4,ACTION_IBC_TRANSFER,3314795,1.8353001633417147e+20,1.8353001633417147e+20,3.744808345712608e+19,8.434420626416787e+18
652,evmos1usa3xr44h76e3vmnckehh402cham6ke554rc4d,ACTION_IBC_TRANSFER,2701757,1.11914407860868e+20,1.11914407860868e+20,2.7125532986765816e+19,8.530689784511857e+17
301,evmos1uvay4nxlvy4uud25dcvdmruhl4n0zg0dwwpwvz,ACTION_IBC_TRANSFER,275181,4.991238402229932e+20,4.991238402229932e+20,1.0224655616855656e+20,2.2534403887191736e+19
623,evmos1uy5hzhmdxky4l76afes2szhdj3zlt8tuqnwm64,ACTION_IBC_TRANSFER,2591582,1.8353001633417147e+20,1.8353001633417147e+20,4.30990731113012e+19,2.783430972241666e+18
420,evmos1uzygd2ufm6s2wwtwps0za6dqxryhjs653m95xy,ACTION_IBC_TRANSFER,283108,1.8353001633417147e+20,1.8353001633417147e+20,3.5383590233413153e+19,1.0498913850129715e+19
1011,evmos1v09arxth0dcr3axhdmu3jdqq2sq6n8x8ljejhx,ACTION_IBC_TRANSFER,4894371,1.8353001633417147e+20,1.8353001633417147e+20,3.2236951177836073e+18,4.265880896575926e+19
109,evmos1v2gg2fgcehahajljqq5zju3wj8vxm85yy28w4a,ACTION_IBC_TRANSFER,274442,1.8353001633417147e+20,1.8353001633417147e+20,3.722432287481451e+19,8.658181208728355e+18
414,evmos1v5tt3h9wdzhjkp662yae9lzvxtg3j3ku02m3ew,ACTION_IBC_TRANSFER,282993,1.8353001633417147e+20,1.8353001633417147e+20,3.5389628897612268e+19,1.04928751859306e+19
960,evmos1vagsae553p50adq72rn2j7j7srnznp2t92wfe5,ACTION_IBC_TRANSFER,4476663,1.8353001633417147e+20,1.8353001633417147e+20,3.963228835221059e+19,6.250215731332276e+18
868,evmos1vcrgx679fs53l95tx4f74480sh8l5pwhxegfhu,ACTION_IBC_TRANSFER,4107163,5.1927323991677554e+20,5.1927323991677554e+20,4.858724182779975e+19,8.123106815139414e+19
852,evmos1vl37tzarnrwptcyhy24fajjkurx60q3tx657ha,ACTION_IBC_TRANSFER,4020113,3.5140162812547354e+20,3.5140162812547354e+20,4.167423115599974e+19,4.617617587536864e+19
987,evmos1vn352jtt6pphjknhm2js7cnlgq4eq4qsmae3tl,ACTION_IBC_TRANSFER,4617806,1.11914407860868e+20,1.11914407860868e+20,8.880354237009342e+18,1.909824772820766e+19
991,evmos1vn9uwznsjflxgq0ecwrsusqq7a5j8aycdj0mz2,ACTION_IBC_TRANSFER,4693349,1.8353001633417147e+20,1.8353001633417147e+20,1.1829916114326096e+19,3.4052587969216774e+19
700,evmos1vnflpn99e3syzjrtszjxdw5sw004duwt5edpej,ACTION_IBC_TRANSFER,2935592,1.8353001633417147e+20,1.8353001633417147e+20,3.8680841346368094e+19,7.201662737174774e+18
872,evmos1vnxtmha2nrkhfg0r8cczr3lk5x5aycfkjp6rg3,ACTION_IBC_TRANSFER,4117759,2.23828815721736e+20,2.23828815721736e+20,2.068515065908304e+19,3.5272053271350964e+19
837,evmos1vsjmzmeagn6ra3agntdpfcy72a0ck5pxrfz843,ACTION_IBC_TRANSFER,3933211,3.917004275130381e+20,3.917004275130381e+20,5.029600060156839e+19,4.762910627669114e+19
45,evmos1vt9c6ksw3jdccs4zu9jc23zxufn37naaulpqvq,ACTION_IBC_TRANSFER,274104,1.8353001633417147e+20,1.8353001633417147e+20,3.586518585849881e+19,1.0017318225044058e+19
723,evmos1w0c8dwv94jrkje6mfxprua2js6qasaqskrxeu0,ACTION_IBC_TRANSFER,3110824,1.8353001633417147e+20,1.8353001633417147e+20,3.419006278078603e+19,1.169244130275684e+19
790,evmos1w32dqy30xhumskyy849r4das4lm98cua3dmrmw,ACTION_IBC_TRANSFER,3628299,2.954444241950395e+20,2.954444241950395e+20,4.4085585353112306e+19,2.9775520695647568e+19
988,evmos1w7lvu0n38yv7d5zfa8slkhkwnvkhz845tt3c4z,ACTION_IBC_TRANSFER,4618899,1.8353001633417147e+20,1.8353001633417147e+20,8.513751522399437e+18,3.736875256114343e+19
958,evmos1wc94yuu8skr0uddrzak6d0qtdqm84fywwhjumg,ACTION_IBC_TRANSFER,4470519,1.8353001633417147e+20,1.8353001633417147e+20,1.0396034954068097e+19,3.548646912947477e+19
957,evmos1wcutjqhzngwn4l0ewtrzf3u3s2hz8shrfemjwe,ACTION_IBC_TRANSFER,4470507,1.8353001633417147e+20,1.8353001633417147e+20,4.004656684997287e+19,5.835937233569997e+18
714,evmos1wej25nsc0n85wumtaenkdaf65pnp9zctgcwhc5,ACTION_IBC_TRANSFER,3033249,1.11914407860868e+20,1.11914407860868e+20,2.496374268904322e+19,3.014859276173783e+18
26,evmos1wf5fg2fav3xgvjtgeyjtdjfdpdn3e7ueal4rzl,ACTION_IBC_TRANSFER,274052,1.8353001633417147e+20,1.8353001633417147e+20,3.724578729766187e+19,8.636716785880998e+18
1013,evmos1whm46gnq5kcgytjx45tfuwh5pdart422p4gp28,ACTION_IBC_TRANSFER,4924147,6.871448517080775e+20,6.871448517080775e+20,9.10258862154132e+18,1.6268362430547807e+20
917,evmos1wj4ck0dq83evcr49eyk5cl4yqyzfs6st6a07nw,ACTION_IBC_TRANSFER,4307267,6.714864471652081e+20,6.714864471652081e+20,4.874233955883701e+19,1.1912927223246502e+20
1015,evmos1wkyhrwnjylxyae6ef9npt6epndfgsusfx5nyt2,ACTION_IBC_TRANSFER,4932908,1.8353001633417147e+20,1.8353001633417147e+20,2.2900222759230646e+18,4.35924818076198e+19
559,evmos1wl2rhqnjx92tvjzvms4dx2qm4j02hv2wtlng0e,ACTION_IBC_TRANSFER,2391131,4.073588320559075e+20,4.073588320559075e+20,1.012290643359929e+20,6.106436779839816e+17
989,evmos1wmkkvwjrwjwv8fy55p3zazk0d4l9s2u7ncl0mx,ACTION_IBC_TRANSFER,4651860,5.1927323991677554e+20,5.1927323991677554e+20,1.9697536407445406e+19,1.1012077357174848e+20
294,evmos1wnnkhpn0kuqjmjfu24hze8wy9txy7tndkv8m8q,ACTION_IBC_TRANSFER,275165,2.954444241950395e+20,2.954444241950395e+20,3.580779821163049e+19,3.805330783712938e+19
771,evmos1wpen8s55waytvjqafjs9dr4nhsy80psd0pmhyp,ACTION_IBC_TRANSFER,3530482,4.47657631443472e+20,4.47657631443472e+20,6.425518056593294e+19,4.7659227294935065e+19
766,evmos1wt25z56dgx9fszhzx4g0eq3vf9ky5q2vs56hw2,ACTION_IBC_TRANSFER,3481079,3.5140162812547354e+20,3.5140162812547354e+20,5.577994004563417e+19,3.2070466985734218e+19
387,evmos1wwx6mg88dlepew2g0ee56yx6pj8xtvk0kw00nz,ACTION_IBC_TRANSFER,281347,1.8353001633417147e+20,1.8353001633417147e+20,3.5477413528791822e+19,1.0405090554751046e+19
666,evmos1wyt3ldjdf0r4dmhnfu6y3amlwesusr37xv73ku,ACTION_IBC_TRANSFER,2789270,1.8353001633417147e+20,1.8353001633417147e+20,3.969102332414671e+19,6.191480759396155e+18
1010,evmos1wzf9j2a6ka57ke8aj69hq8u2updte7pupvgdze,ACTION_IBC_TRANSFER,4889776,9.109736674298136e+20,9.109736674298136e+20,1.4880043506574367e+19,2.1286337335087904e+20
1006,evmos1x5vzevvnz0nmxx0epf20dpkys2jnduzm4caepz,ACTION_IBC_TRANSFER,4870044,1.8353001633417147e+20,1.8353001633417147e+20,3.7720453361790285e+18,4.211045874736384e+19
418,evmos1x8jzm2nzq0xq6fv6rqvu4dwyl4wpy0dmqmf7gh,ACTION_IBC_TRANSFER,283056,1.8353001633417147e+20,1.8353001633417147e+20,3.5386366623178625e+19,1.0496137460364243e+19
522,evmos1x9qhjcdlpg8844w9lwu06gvkz8ewcgv4gmfcaa,ACTION_IBC_TRANSFER,1153979,1.11914407860868e+20,1.11914407860868e+20,2.633995168700412e+19,1.6386502782128824e+18
801,evmos1xc8rgtkwvwsp6ku0w7j7wha6lmw72ct25ukjhs,ACTION_IBC_TRANSFER,3681538,3.5140162812547354e+20,3.5140162812547354e+20,4.911483304340095e+19,3.8735573987967435e+19
984,evmos1xguxzzc6zqa464twds3yv0p4a75gkk9r5hnq80,ACTION_IBC_TRANSFER,4571017,5.1927323991677554e+20,5.1927323991677554e+20,2.3862039302354067e+19,1.0595627067683983e+20
400,evmos1xjkgvt2y3ss4d9p4zewmsh0ec3lr4n9pytc5pd,ACTION_IBC_TRANSFER,282703,1.8353001633417147e+20,1.8353001633417147e+20,3.5405156399912854e+19,1.0477347683630014e+19
996,evmos1xp5jvw76yh3ac8fs9lqn0gq2leav4se855rfyj,ACTION_IBC_TRANSFER,4751198,1.8353001633417147e+20,1.8353001633417147e+20,1.0236370819651463e+19,3.5646133263891407e+19
382,evmos1xqmk3j5dkuqgs5jgcqp75sye2csvd2qupleesu,ACTION_IBC_TRANSFER,275648,1.8353001633417147e+20,1.8353001633417147e+20,3.715671370295042e+19,8.725790380592447e+18
709,evmos1xqrjehd03g9w5ktdmp00f3vntpntcr04ttwhnh,ACTION_IBC_TRANSFER,2984991,5.1927323991677554e+20,5.1927323991677554e+20,1.0587043360202483e+20,2.394787637716905e+19
461,evmos1xr9kqfmszdadh33fdlgm875waa2r9upmsxndpe,ACTION_IBC_TRANSFER,1082726,1.8353001633417147e+20,1.8353001633417147e+20,4.4383080346865e+19,1.4994237366778675e+18
683,evmos1xsnlq9mzrj40p2cya8pvupjqgquaatg7e8gew7,ACTION_IBC_TRANSFER,2885488,1.11914407860868e+20,1.11914407860868e+20,2.601309017384956e+19,1.9655117913674424e+18
300,evmos1xwnpwld9ldhn6vdnk4ny5pw8nezmv2fea7tdmz,ACTION_IBC_TRANSFER,275180,7.431020556385116e+20,7.431020556385116e+20,1.4635584487811077e+20,3.941966903151714e+19
818,evmos1y22g09tj4dkkjaztc2dcjul772w7th7mchfnuw,ACTION_IBC_TRANSFER,3793007,3.3574322358260407e+20,3.3574322358260407e+20,3.9227854726868165e+19,4.470795116878285e+19
844,evmos1y86z87vx24gw484a5yc4wkh23fdknc5xkkee59,ACTION_IBC_TRANSFER,3995349,1.8353001633417147e+20,1.8353001633417147e+20,1.802457529085856e+19,2.7857928792684306e+19
440,evmos1y8xjz4wmnyj4hjn396x64jma2fr36829jda8lv,ACTION_IBC_TRANSFER,287207,5.1927323991677554e+20,5.1927323991677554e+20,9.948640567503688e+19,3.0331904304157e+19
857,evmos1y9d7vuj02krv5wym46dz7tn25sqpekpaykffy2,ACTION_IBC_TRANSFER,4042694,5.1927323991677554e+20,5.1927323991677554e+20,5.146638400865299e+19,7.835192597054089e+19
743,evmos1yalfh8w3cear82r3rn5c3me0d7z0krv4nefuae,ACTION_IBC_TRANSFER,3291497,4.073588320559075e+20,4.073588320559075e+20,8.490302151199538e+19,1.6936686501981503e+19
315,evmos1yas4uf89c3v33gun2xd44paau3cfvwarynjz74,ACTION_IBC_TRANSFER,275214,7.990592595689455e+20,7.990592595689455e+20,1.4322039048441138e+20,5.654442440782499e+19
975,evmos1yjdhv7s8lwkfrntgw8yf8eq5gksrf7w497ygpr,ACTION_IBC_TRANSFER,4542222,1.11914407860868e+20,1.11914407860868e+20,6.670963964478575e+18,2.1307638000738427e+19
973,evmos1yn5t62ms6erms2egt9maf8uafjevusndeu7x3p,ACTION_IBC_TRANSFER,4532800,1.11914407860868e+20,1.11914407860868e+20,1.7080059520583823e+19,1.0898542444633178e+19
981,evmos1yz0swzlkv6zcdan25jva9speph6ty0fm6hrg2e,ACTION_IBC_TRANSFER,4559454,3.3574322358260407e+20,3.3574322358260407e+20,1.7411898423054326e+19,6.652390747259669e+19
951,evmos1yz3dzcdca8kj9wegcn7zljvghq6ahvlky2f2sa,ACTION_IBC_TRANSFER,4442874,1.8353001633417147e+20,1.8353001633417147e+20,1.0878705515143342e+19,3.5003798568399528e+19
404,evmos1yzt8gy6pttcszpdfemweh59cnhdxpgwg8rur8j,ACTION_IBC_TRANSFER,282754,1.8353001633417147e+20,1.8353001633417147e+20,3.5402397194691748e+19,1.048010688885112e+19
970,evmos1z3udt2yef5ew846atjar5rzld7hdn9q2rd90ty,ACTION_IBC_TRANSFER,4501180,2.0367941602795376e+20,2.0367941602795376e+20,1.0535625787147782e+19,4.038422821984066e+19
1014,evmos1z970jh75wzzv0zasqekhdxmaxkmzvt6amaw00c,ACTION_IBC_TRANSFER,4932784,4.633160359863415e+20,4.633160359863415e+20,5.786151826411311e+18,1.1004285717017407e+20
1016,evmos1z9q4lc6drlwl4ct038svd682cx3vux8kx4cmx2,ACTION_IBC_TRANSFER,4933206,1.8353001633417147e+20,1.8353001633417147e+20,2.460863522169799e+18,4.342164056137307e+19
9,evmos1zapk5ax06ezaysw3ssl58lsddjqlpgul7vulnr,ACTION_IBC_TRANSFER,273952,5.1927323991677554e+20,5.1927323991677554e+20,6.0706311808191185e+19,6.91119981710027e+19
615,evmos1zcq6lh4jls3ww5m9v07j6w7jx9wuzgrzm9aqcw,ACTION_IBC_TRANSFER,2552197,1.8353001633417147e+20,1.8353001633417147e+20,4.536536893583169e+19,5.171351477111767e+17
719,evmos1zfxcs5x685kwqnzg33252t2ps73zvujx6xhu0k,ACTION_IBC_TRANSFER,3063771,5.1927323991677554e+20,5.1927323991677554e+20,1.0531566935714149e+20,2.4502640622052393e+19
942,evmos1zgghrt66xya0klsy9r0ge0w4ta4hl9ejmxtpfd,ACTION_IBC_TRANSFER,4403485,1.8353001633417147e+20,1.8353001633417147e+20,1.2634633429229558e+19,3.324787065431331e+19
